"","V1","V2","V3","V4","V5","V6"
"X17321_26",1,1,1,1.80322507224987,1,1
"X17326_68",1,1,1,1,1.99931627052648,1.99139133524344
"X17330_33",1,1,1,1,1.99213411992555,1
"X17348_51",1,1.42892176621833,1,1.89665142216195,1,1
"X17372_67",1,1.77624117531044,1,1.84754288328359,1,1
"X17382_65",1,1,1,1,1,1
"X17385_36",1,1,1,1,1,1
"X17392_25",1,1,1.9859783037335,1,1,1
"X17398_29",1,1,1,1.0672268907563,1.99902145081494,1.99982809908508
"X17406_45",1,1.4365240293768,1.93349075018407,1.27771012936624,1,1
"X17423_11",1,1.60697621093489,1,1.48180953372048,1.88119000582504,1.98187836895044
"X17425_51",1,1,1,1.5922663732116,1,1
"X17441_35",1,1,1.99972775184096,1,1,1
"X17443_66",2,1.96365055068178,1.39104291934481,1.99993822963847,1,1
"X17445_10",1,1.25526195790434,1,1.85537797830219,1,1
"X17472_49",1,1,1,1,1.67585270508191,1.60892090365775
"X17503_36",1.99346405228758,1.99845211480559,1,1.1753857117003,1,1
"X17506_36",1,1,1,1.12511427452005,1,1
"X17526_40",1,1.6474509590849,1,1.5471529474209,1,1
"X17528_21",1,1.24244631979439,1,1.99935649409249,1.99991557078612,1.99944934835001
"X17529_50",1,1,1,1,1.94548717516928,1.96231998079061
"X17532_61",1,1.43269066648071,1,1.81679575692229,1,1
"X17550_17",1,1.4451065909348,1.79922572533894,1.76610447818719,1.91822777607563,1.99980532341753
"X17561_53",1,1.99786642327839,1,1.99994433578361,1,1
"X17583_42",1,1,1,1.06201550387597,1.97155742193113,1.49289191820837
"X17597_7",1,1.93675983273576,1,1.94111330804873,1,1
"X17598_50",1,1,1,1.12414457831325,1.99998948311869,1.99979179438702
"X17601_9",1,1,1,1,1,1
"X17617_64",1,1.9999878533869,1,1.99757350628882,1.32559300873908,1.38800444279896
"X17624_64",1,1.24003508964307,1.99888372233145,1.99997356345345,1,1.2
"X17639_15",1,1,1,1.8814258414465,1.98986960309483,1.96984815096792
"X17657_41",1,1.69814558793928,1,1.59543902950388,1,1
"X17662_15",1,1.57598866353321,1,1.55924190803948,1,1
"X17689_67",1,1.99998424926164,1,1.06299212598425,1,1
"X17693_47",1,1.91462119585129,1,1,1,1
"X17707_22",1,1,1,1,1,1
"X17713_51",1,1.93923434642804,1,1.73432772741558,1,1
"X17724_42",1,1,1,1.12511427452005,1,1
"X17733_7",1,1,1,1.5184209682978,1,1
"X17776_21",1,1,1,1.71706214661776,1,1
"X17777_6",1,1.86845127715522,1,1.27771012936624,1,1.35411020776874
"X17786_16",1,1,1,1,1,1
"X17788_22",1,1.44042343544599,1,1.61395963550407,1.98020814865336,1.69347854611013
"X17790_66",1,1,1,1.76875739058766,1,1
"X17798_47",1,1.24490615780554,1,1.90094287358352,1.90905323899565,1.46553672316384
"X17802_39",1,1,1,1.1231897805603,1,1
"X17803_13",1,1,1,1,1.57792973416443,1.99582144397893
"X17809_34",1,1,1,1.12511427452005,1,1
"X17815_27",1,1,1.63502380102998,1.12132352941176,1,1
"X17817_28",1,1,1,1.12224954094177,1.31297185998627,1.85579751526115
"X17836_16",1,1.37216864981767,1,1.99829641348374,1.60670128216606,1.90365115506861
"X17847_18",2,1.99997504415121,1,1.99998171272933,1.98660714244414,1.92736779382096
"X17849_13",1,1.17215768425062,1,1.92766512660223,1.9999771842801,1.9995828435921
"X17868_17",1,1.97352772092324,1,1,1,1
"X17877_62",1,1,1,1,1,1
"X17878_26",1,1.09195402298851,1,1.06349206349206,1.72112183529606,1.86430649962263
"X17880_27",1,1.88456047242391,1,1,1,1
"X17883_36",1,1.99997850910434,1,1.99997830888884,1,1
"X17899_12",1,1.09090909090909,1,1,1.75045078450065,1.5240034555103
"X17900_20",1,1,1,1.32812364671859,1,1
"X17905_46",1,1.4365240293768,1,1.66272747443368,1,1
"X17909_47",1,1,1,1,1,1
"X17911_64",1,1,1,1.0650406504065,1.99996458263654,1.99997540651244
"X17921_34",1,1.82135812290047,1,1.97026936656252,1,1
"X17934_46",1,1.38628755988888,1,1,1.78596475711084,1.86430649962263
"X17954_12",1,1,1,1.06201550387597,1.87502724294087,1.94548717516928
"X17968_33",1,1.17402597402597,1.99881433447185,1,1,1
"X17976_56",1,1,1.92936656620772,1.06299212598425,1.95300673234464,1.99998434517355
"X17979_14",1,1.09195402298851,1,1.06451612903226,1,1
"X17980_5",1,1,1,1.58006504990547,1,1
"X17981_10",1,1,1,1.12041142581365,1,1.19512195121951
"X17998_19",1,1.44439051279881,1,1.74785152682998,1,1
"X18015_41",1,1,1,1,1.97640145105702,1.98988195684819
"X18045_24",1,1.65626957784882,1,1.78809695089828,1.99995279917594,1.999996078322
"X18046_27",1,1,1,1.44861728117756,1.17021276595745,1.2
"X18071_39",1,1.46002724714452,1,1,1,1
"X18076_23",1,1,1.9981760044538,1,1,1
"X18077_24",1,1,1,1.12414457831325,1.8285526666336,1.98187836895044
"X18087_41",1,1.99379945699204,1,1.36941244567873,1,1
"X18090_26",1,1,1,1.49326564479383,1,1
"X18095_55",1,1.86778643177098,1,1.67624107083343,1.94545253441048,1.91098929723702
"X18098_21",1,1.68043800384888,1,1.42626788175263,1,1
"X18122_62",1,1,1,1,1,1
"X18144_13",1,1,1,1.13805253042921,1.9976576626858,1.99989307033216
"X18172_34",1,1,1,1.06896551724138,1.99998819007765,1.99999241632393
"X18188_31",1,1,1,1.1442674740029,1,1
"X18191_31",1,1,1,1.1231897805603,1,1
"X18216_60",1,1.17402597402597,1.99768136171952,1.99435188667173,1,1
"X18246_42",1,1.98986634748576,1,1,1,1
"X18265_59",1,1,1,1,1.99982809908508,1.99822749129038
"X18285_22",1,1.3937461926507,1,1.30964946056418,1,1
"X18290_32",1,1,1.97155742193113,1,1,1
"X18297_29",1,1,1,1.57684783611462,1,1
"X18299_62",1,1.99534729970375,1.15384615384615,1.99253370004851,1.99998399080068,1.99997459869305
"X18307_57",1,1.99517735536307,1,1.60470970698773,1,1
"X18317_58",1,1,1,1,1.91455331028518,1.86430649962263
"X18352_39",1,1,1,1.77129739288507,1,1
"X18353_54",1,1.99901249096753,1,1,1,1
"X18354_10",1,1,1,1,1,1
"X18368_17",1,1,1,1.064,1.99997661291472,1.99966475740728
"X18373_40",1,1.99343378315667,1,1.91268086081101,1,1
"X18375_8",1,1,1.97799463618588,1,1,1
"X18381_9",1,1.09090909090909,1.99857038168054,1,1,1
"X18395_25",1.99649122807018,1.63370065662131,1.84350619214292,1.94262605089859,1.99996146689158,1.99973927216466
"X18398_22",1,1,1,1,1.95300673234464,1.8812395462855
"X18406_38",1,1.52416931198092,1,1.99970037901195,1,1.35411020776874
"X18409_57",1,1,1,1.98089957603734,1.17777777777778,1.50286555549713
"X18411_36",1,1,1,1,1,1
"X18413_51",1,1.99986735879444,1,1.99901885826838,1.99476497675491,1.95936055130458
"X18425_26",1,1,1.98228836571057,1,1,1
"X18437_8",1,1.8436727143209,1,1,1,1
"X18441_7",1,1.24244631979439,1,1.44591755337212,1.9998792266198,1.99971371494206
"X18462_25",1,1.54992121496602,1,1.82795424269712,1.99999451347248,1.99990843640319
"X18491_37",1,1.08888888888889,1,1.74189506066923,1,1
"X18492_50",1,1,1.48563819400969,1,1,1
"X18493_61",1,1.91592784616232,1,1.99802781796297,1.63346911716482,1.69347854611013
"X18509_22",1,1.95462951946415,1,1,1,1
"X18511_58",1,1,1,1.91281850410717,1.99998854004646,1.99993556113755
"X18519_36",1,1.65183520462806,1,1.6875645650528,1,1
"X18522_41",1,1,1,1.06201550387597,1.91746292388619,1.9880047688794
"X18539_14",1,1.43269066648071,1,1.5184209682978,1,1
"X18544_48",1,1,1,1,1,1
"X18551_47",1,1,1,1.75387243234298,1,1
"X18560_45",1,1,1.9454474692521,1.12511427452005,1,1
"X18564_41",1,1.66075457723569,1,1.45134858463202,1,1
"X18573_51",1,1.09876543209877,1,1.12511427452005,1.99994898967758,1.99931101820278
"X18585_14",1,1,1,1.06779661016949,1.99999274300182,1.99686369219665
"X18609_24",1,1.08695652173913,1.93754986719456,1.12609922017587,1,1
"X18611_46",1,1.8877677655104,1,1.90381008197448,1.99930306769666,1.99996146689158
"X18620_53",1,1,1.99944624306007,1,1,1
"X18626_51",2,1,1.99989302318763,1.06666666666667,1,1
"X18630_14",1,1.79359912195105,1,1.99997077570445,1.45651381497412,1.92329383522505
"X18640_51",1,1.24244631979439,1,1.88781642968023,1,1
"X18645_40",1,1.73691441770214,1,1.67734861871633,1.99973026451043,1.99993556113755
"X18670_62",1,1,1,1.9999284244263,1,1
"X18695_43",1,1,1,1,1,1
"X18701_9",1,1.24244631979439,1,1.8141398796174,1.97544217966059,1.78151046549406
"X18709_45",1,1,1,1,1.99620970459106,1.99139133524344
"X18712_30",1,1,1,1,1,1
"X18718_54",1,1,1.99533599365581,1,1,1
"X18725_33",1,1,1,1.13925237454649,1,1
"X18742_45",1.8,1,1,1,1,1
"X18754_22",1,1,1,1,1.98837460735052,1.99663333116511
"X18764_26",1,1.09411764705882,1.16,1.30497804124723,1.97869629683162,1.72699110262599
"X18767_13",1,1.99272465479798,1,1.89075050753949,1.99999267447892,1.99997586315697
"X18778_54",1,1.84737446298383,1.99999451347248,1.99997269831031,1,1
"X18781_36",1,1.09090909090909,1,1.66272747443368,1,1
"X18810_7",1,1.94753146643986,1,1.12224954094177,1,1
"X18812_46",1,1.4365240293768,1,1.80813177896185,1.17391304347826,1.93359519000222
"X18848_45",1,1,1.96117057612885,1,1,1
"X18870_32",1,1,1,1.12414457831325,1.99985427450785,1.99973386273894
"X18873_16",1,1.36879525861699,1,1.41546504827249,1.99996640273967,1.99593026526308
"X18877_68",1,1,1,1,1.99813605040108,1.83885142515649
"X18889_22",1,1,1,1,1.98136956662396,1.99122156761486
"X18891_21",1,1,1.99706305824186,1,1,1
"X18928_40",1,1.80168346850017,1,1.43473293252343,1,1
"X18935_43",1,1,1,1,1,1
"X18949_47",1,1,1.99722059840992,1.06837606837607,1,1
"X18959_21",1,1,1,1.127099777373,1,1
"X18962_16",1,1.08888888888889,1.48563819400969,1.33957693486926,1,1
"X18964_9",1,1.95491534579826,1,1,1,1
"X19000_49",1,1,1.99999040836729,1.12132352941176,1,1
"X19003_59",1,1,1.99992103498192,1,1,1
"X19008_34",1,1,1,1,1.90905323899565,1.96961359797849
"X19014_56",1,1,1.99706305824186,1,1,1
"X19030_45",1,1.99989251860012,1,1.99970644980489,1.99900213607748,1.99703392213867
"X19050_17",1,1,1.15094339622642,1,1.8676229462704,1.8812395462855
"X19071_59",1,1,1,1,1,1
"X19081_5",1,1,1,1,1.94954953916247,1.70438109342219
"X19083_67",1,1,1,1,1.96017068881248,1.83885142515649
"X19091_50",1,1,1.98868128132689,1,1,1
"X19094_10",1,1.99991986144588,1.58187533039018,1.97402004010954,1,1
"X19106_37",1,1,1,1.770375638644,1,1
"X19138_59",1,1.99972105038406,1,1.99095986794384,1.99995588212129,1.99999588570246
"X19144_18",1,1,1,1,1,1
"X19153_14",1,1,1.99909747808576,1,1,1
"X19184_27",1,1,1.99994482781167,1,1,1
"X19201_36",1,1.99969134470354,1,1.98819070529749,1,1.87281952469057
"X19227_14",1,1,1,1,1,1.42890442890443
"X19238_12",1,1.08695652173913,1,1.77320926286745,1,1
"X19241_67",1,1,1,1,1.78139279810893,1.95026237464361
"X19243_60",1,1,1,1.93784488847348,1,1
"X19245_66",1,1,1,1.55617396763774,1,1.2
"X19247_35",1,1,1,1,1,1
"X19253_32",1,1.08791208791209,1,1,1,1
"X19257_38",1,1.99755608529058,1,1,1,1
"X19270_47",1,1.08988764044944,1,1.98893592533706,1,1
"X19274_6",1,1,1,1,1,1
"X19309_32",1,1.86100556122414,1,1.0625,1,1
"X19310_12",1,1,1,1.13925237454649,1,1
"X19317_66",1,1.20006971070059,1,1.99093968225408,1,1
"X19325_40",2,1.57598866353321,1,1.87913580283707,1.3620253164557,1.91474584372104
"X19326_8",1,1,1.97378552437145,1,1,1
"X19335_38",1,1.08791208791209,1,1.0650406504065,1.69341096381509,1.91098929723702
"X19338_22",1,1,1,1,1,1
"X19348_12",1,1,1,1.06451612903226,1.9144990122704,1.99797044180484
"X19349_21",1,1,1,1.13457376115436,1.99980597337838,1.99999560694586
"X19367_64",1,1.99997522718854,1,1,1,1
"X19376_58",1,1,1,1.18916848009317,1,1
"X19406_44",1,1.17032898820608,1,1,1.99845505560719,1.99991257848446
"X19410_25",1,1.42521579415961,1,1.6752951301661,1,1.63127028243756
"X19415_43",1,1.9666383996745,1,1,1,1
"X19416_11",1,1,1,1.85277484951612,1,1
"X19419_7",1,1.09090909090909,1,1.06666666666667,1.59826502611313,1.98368834396625
"X19433_23",1,1,1.95851681902659,1,1,1
"X19459_64",1,1,1,1,1,1.27586206896552
"X19460_13",1,1,1,1,1.98678475129519,1.93967622825252
"X19479_47",1,1,1,1,1,1
"X19480_24",1,1.97644879999365,1,1.12132352941176,1,1
"X19487_62",1.8,1,1.99999170289527,1,1,1
"X19490_60",1,1,1,1.96030587355689,1,1
"X19491_66",1,1,1.99415148411489,1.33957693486926,1,1
"X19517_22",1,1,1,1.22874132457751,1,1.50286555549713
"X19546_38",1,1.58035800887012,1,1.41026022247687,1,1
"X19551_52",1,1.63261847666258,1,1.68238311609,1.76292077098529,1.37894736842105
"X19590_39",1,1,1,1,1,1
"X19593_61",1,1,1,1.64013186360549,1,1
"X19600_23",1,1.99998091879417,1,1.99996023077199,1.8540334357279,1.19512195121951
"X19612_6",1,1.99996912941623,1,1.71790563280446,1,1
"X19661_7",1,1.91036286437453,1,1,1,1
"X19687_10",1,1,1.16666666666667,1,1,1
"X19699_58",1,1,1,1,1.89801073849198,1.90137778814649
"X19704_14",1,1.99968437683004,1,1,1,1
"X19727_13",1,1,1.99992576082671,1,1,1
"X19734_67",1,1,1,1,1,1
"X19735_46",1,1,1,1,1.97866762644949,1.8812395462855
"X19745_52",1,1.60697621093489,1.9908898117993,1.55617396763774,1.31297185998627,1.19512195121951
"X19763_28",1,1.24490615780554,1.93349075018407,1.63701022443718,1,1
"X19794_52",1,1,1,1.63391454172323,1,1
"X19795_10",1,1.79359912195105,1,1.06451612903226,1,1
"X19803_22",1,1.99926368951362,1,1.2271262160642,1,1
"X19805_28",1,1.98549694720818,1,1,1,1
"X19812_35",1,1,1.99996833293032,1,1,1
"X19819_5",1,1.36879525861699,1,1.93330461315599,1.99995389750428,1.99999128698273
"X19833_47",1,1,1.99999194876977,1,1,1
"X19838_53",1,1.81386725011959,1,1.13805253042921,1,1
"X19853_21",1,1,1,1.40770497084606,1,1
"X19868_20",1,1,1.15094339622642,1.37673730246594,1.99965202995962,1.9992679656506
"X19870_49",1,1,1,1,1.98678475129519,1.92329383522505
"X19878_36",1,1,1,1,1.95489157721512,1.77099943856648
"X19886_45",1,1.99983426427645,1,1.99964559904374,1.98364661959214,1.94016229630577
"X19890_13",1,1.77530067912209,1,1.1806513797124,1,1
"X19893_27",1,1,1,1.12511427452005,1.16326530612245,1
"X19894_47",1,1,1,1.65535284455824,1.73347889084513,1.95416150716668
"X19915_37",1,1,1,1,1,1
"X19969_14",1,1,1,1,1.9995691472464,1.99845505560719
"X19985_67",1,1,1,1,1.92192486097074,1.99988201932424
"X20020_11",1,1,1,1.94421110135638,1,1
"X20027_67",1,1.99998085908315,1,1.99899096456197,1,1
"X20044_37",1,1,1.99591908097117,1,1,1
"X20047_60",1,1.75499356248273,1,1.33809094312857,1,1
"X20052_61",1,1,1,1.9999789347617,1.99958724983538,1.99999533707351
"X20071_53",1,1.53675884096052,1,1.88611519561681,1,1.50286555549713
"X20079_10",1,1.99517735536307,1,1,1,1
"X20086_12",1,1,1,1.12224954094177,1,1
"X20098_9",1,1.58035800887012,1,1.63987305100959,1,1
"X20107_49",1,1.99926368951362,1,1.9991734871779,1,1
"X20137_48",1,1.42892176621833,1,1.770375638644,1.30128339995792,1
"X20189_67",1,1,1,1,1.70438109342219,1.84256610395664
"X20200_58",1,1,1,1,1.94954953916247,1
"X20255_50",1,1,1,1,1.99913306363832,1.99977650352625
"X20299_65",1,1.16853864367676,1,1.52432994737856,1,1
"X20314_68",1,1.9969667234834,1,1.98989092902597,1,1
"X20330_10",1,1.08988764044944,1,1,1.91746292388619,1.63127028243756
"X20332_17",1,1,1,1.97385883990608,1,1
"X20346_26",1,1,1,1.99995108938209,1,1.35411020776874
"X20350_8",1.99346405228758,1,1.15094339622642,1.81126149033548,1,1
"X20381_55",1,1,1,1,1.989853895791,1.99130116222518
"X20409_58",1,1,1.5002900290029,1,1,1
"X20465_46",1,1.9999239678679,1,1,1,1
"X20471_39",1,1,1,1.12609922017587,1,1
"X20474_50",1,1.18400876232202,1,1.58493972196222,1,1
"X20493_64",1,1.17215768425062,1.97035145318032,1.0672268907563,1,1
"X20496_54",1,1.95937414487966,1.56632239887092,1.94836283334845,1.99996742927364,1.99999561462866
"X20507_10",1,1,1.15094339622642,1.0625,1,1
"X20529_26",1,1.99995300085185,1,1.12511427452005,1,1
"X20547_16",1,1,1,1,1,1
"X20549_27",1,1,1,1,1.87502724294087,1.96826865420301
"X20556_39",1,1,1,1.12811631974212,1,1
"X20589_6",1,1,1,1.94270715589702,1,1
"X20606_60",1,1,1,1.12224954094177,1.17021276595745,1.74052348118418
"X20619_43",1,1.31016061523176,1,1.87245904095156,1,1
"X20641_31",1,1,1,1,1.99097917498045,1
"X20651_34",1,1.31016061523176,1,1,1.99625506669724,1.97596110166895
"X20666_56",1,1.98922947130822,1,1,1,1
"X20674_66",1,1.99421200142275,1,1.99892837106061,1,1.2
"X20681_57",1,1.37909972663813,1,1.86210680116715,1.33926128590971,1.20512820512821
"X20686_8",1,1,1,1.99076225324932,1,1
"X20699_38",1,1,1,1.12132352941176,1.99845058254951,1.99997586315697
"X20703_62",1,1.83857661707873,1,1.06299212598425,1,1
"X20736_48",1,1.84144606822443,1,1,1,1
"X20761_30",1,1.97408605283889,1,1,1,1
"X20767_45",1,1,1.98734127407387,1,1,1
"X20772_66",1,1.82505081302568,1,1.99996446929299,1.99302382276412,1.99845505560719
"X20780_5",1,1,1,1.99285566846477,1,1.19512195121951
"X20783_14",1,1,1,1.84884101975272,1,1.76066133052434
"X20811_40",1,1,1.9997557929669,1,1,1
"X20822_55",1,1.30721430823816,1,1.96877961982618,1,1
"X20826_44",1,1,1,1.99624234845585,1,1
"X20833_56",1,1.4768817901902,1,1.48180953372048,1,1
"X20873_47",1,1.99997095058117,1,1.89075050753949,1.99994898967758,1.99996233467443
"X20890_61",1,1,1,1,1.95354082642451,1.98640877671283
"X20909_32",1,1,1,1.13126577713667,1.97476076344179,1.99261682937418
"X20917_50",1,1,1,1.89575862934888,1,1
"X20934_49",1,1.99998522136161,1,1.99994670999073,1.97155742193113,1.95831372218827
"X20943_40",1,1,1,1.59543902950388,1,1
"X20947_55",1,1.85422979360443,1,1,1,1
"X20950_63",1,1,1,1.12414457831325,1.92519285610725,1.99985258418776
"X20959_48",1,1,1.99608298291611,1,1,1
"X20962_8",1,1,1.99998345643043,1.0625,1,1
"X20965_62",1,1.9995878200036,1,1.9998969963096,1,1
"X20970_23",1,1.24244631979439,1,1,1.99987380386177,1.76066133052434
"X20972_50",1,1,1.46511627906977,1,1,1
"X20984_6",1,1.7895883126211,1,1.36941244567873,1,1
"X21000_31",1,1,1,1.80841024979284,1.99979450310015,1.99990843640319
"X21010_8",1,1.99560292401924,1.99989302318763,1.18624189842598,1.99952549853942,1.99955998883878
"X21016_54",1,1.99705435732083,1,1.99802781796297,1,1
"X21026_13",1,1,1,1.88843492747076,1.89953483940039,1.70438109342219
"X21032_21",1,1.98368406561046,1,1.99955267314866,1,1.35411020776874
"X21061_18",1,1,1,1.93304818694811,1.99973386273894,1.99962289989731
"X21086_18",1,1.99991174504686,1,1,1,1
"X21093_11",1,1,1,1.12414457831325,1.99459591904144,1.98618582240204
"X21096_44",1,1,1,1.13457376115436,1,1
"X21097_36",1,1.0952380952381,1,1.98542423285546,1.90800246543243,1.78151046549406
"X21110_27",1,1,1,1,1,1
"X21115_33",1,1,1,1.12414457831325,1.98694468216252,1.84730798808135
"X21117_26",1,1.8716791087011,1,1.32592364882899,1,1
"X21123_11",1,1,1,1.12224954094177,1,1
"X21126_51",1,1,1.99484867598955,1,1,1
"X21129_51",1,1.92360843839326,1,1,1,1
"X21131_23",1,1,1,1,1.98986960309483,1.99880385691933
"X21146_10",1,1.97293084720989,1,1.9053289591527,1,1
"X21163_63",1,1,1.39104291934481,1,1,1
"X21216_30",1,1,1,1.1231897805603,1.72112183529606,1.84730798808135
"X21241_10",1,1,1,1,1,1
"X21288_37",1,1.94346077761144,1,1.37673730246594,1,1
"X21306_34",1,1.8643958656965,1,1.12414457831325,1,1
"X21309_29",1,1,1,1.06666666666667,1.95354082642451,1.87039556265321
"X21318_46",1,1.99924174656801,1.15686274509804,1.06451612903226,1,1
"X21326_54",1,1,1,1.99996023077199,1,1.3620253164557
"X21336_25",1,1.96785033690795,1.99994482781167,1.83812749427134,1.98410676112835,1.91455331028518
"X21346_36",1,1.74065165788635,1,1.24624296345012,1,1
"X21394_55",1,1,1,1,1,1
"X21418_56",1,1.98537481720562,1.39739928831876,1.99996773548047,1.99902145081494,1.97476076344179
"X21423_12",1,1,1,1,1,1
"X21424_63",1,1,1,1.12041142581365,1.99881433447185,1.99949458773846
"X21428_58",1,1,1,1,1,1
"X21440_63",1,1,1.96357464247868,1,1,1
"X21443_6",1,1.92159558057281,1,1.99997985401917,1,1
"X21462_40",1,1,1,1.06299212598425,1.97021166772771,1.99969084917813
"X21477_37",1,1.09195402298851,1,1,1.91155122719872,1.95831372218827
"X21483_25",1,1.96099701761219,1,1.9333856184672,1,1
"X21489_23",1,1.53250032133149,1,1.77891364190841,1.99981634387113,1.99998434517355
"X21494_14",1,1,1,1.53036588041779,1,1
"X21536_17",1,1,1,1.1806513797124,1,1
"X21541_44",1,1.92789857672072,1,1.99988328935673,1.6243204767875,1.60892090365775
"X21545_39",1,1,1,1.12224954094177,1.97155742193113,1.9882954234865
"X21547_35",1,1.08888888888889,1,1,1.99711105143866,1.74052348118418
"X21548_18",1,1.98188771323566,1,1.99997930480502,1,1
"X21567_18",1,1.18614394732904,1.99999062455417,1.92534547212923,1.99999292626479,1.99703392213867
"X21577_25",1,1.46096984659016,1.99980680751934,1.24814049351566,1.99985427450785,1.99989875744741
"X21579_53",1.72727272727273,1,1,1.0655737704918,1,1
"X21582_64",1,1,1,1.99756874197099,1,1
"X21591_32",1,1,1,1,1,1
"X21592_38",1,1,1,1.06666666666667,1.99223759048783,1.99582144397893
"X21631_58",1,1,1.9974655344502,1,1,1
"X21652_24",1,1.99954252081957,1,1,1,1
"X21654_42",1,1,1,1.41284673092198,1,1
"X21660_38",1,1,1.99986747403645,1,1,1
"X21703_64",1,1.97528031652565,1,1,1,1
"X21708_60",1,1,1,1.85968650712473,1,1
"X21726_43",2,1,1.74296827684657,1.70742179802625,1,1
"X21727_42",1,1.99990512215462,1,1,1,1.19512195121951
"X21732_66",1,1,1,1.66151586329374,1,1
"X21737_47",1,1,1,1.60776558041775,1,1
"X21767_10",1,1.24003508964307,1,1,1,1
"X21785_62",1,1.94753146643986,1,1.28356551469866,1,1
"X21806_15",1,1,1,1.99617922571859,1,1.20512820512821
"X21808_18",1,1.93675983273576,1,1.17930563460444,1,1.59826502611313
"X21824_20",1,1.31622374958882,1.7580412587418,1.71211176305283,1.99928723983387,1.99985258418776
"X21834_28",1,1,1,1,1,1
"X21837_36",1,1.84922337514505,1,1.93269213311377,1,1
"X21864_20",1,1.08791208791209,1,1.98710899561505,1.99378438343958,1.99987579263791
"X21879_15",1,1.99986020052601,1.773512904182,1.99139041288898,1,1
"X21884_54",1,1.98618409471755,1,1.94848781611548,1.99986788255303,1.97775683268125
"X21892_60",1,1,1,1.99956661194435,1,1
"X21919_53",1,1.85991451023561,1,1.28549645628543,1,1
"X21926_21",1,1,1.63502380102998,1.99796825872784,1.99948891540764,1.99986119186443
"X21940_19",1,1,1,1.46260018250959,1,1
"X21942_16",1,1.96365055068178,1,1.99995975117466,1,1
"X21943_45",1,1.69814558793928,1,1,1,1
"X21948_29",1,1,1,1.12132352941176,1,1
"X21965_47",1,1,1.63502380102998,1.65430648546812,1.99999267447892,1.96616868291134
"X21971_34",1,1,1,1.99230297505542,1,1.37029637029637
"X21973_10",1,1.98688759865084,1.88682213991757,1.99994815259506,1.75045078450065,1.70438109342219
"X21990_28",1,1.80242918228065,1,1.06201550387597,1,1
"X21991_30",1,1.09302325581395,1,1,1.96252435617357,1.97476076344179
"X22006_53",1,1.85117833265416,1,1,1,1
"X22046_24",1,1,1,1.12511427452005,1.99995389750428,1.99999010740725
"X22055_18",1,1.99975603096064,1,1.99760190728515,1,1
"X22069_13",1,1.99767507532528,1,1.99950684650186,1.999201629353,1.98989868589516
"X22071_32",1,1.16853864367676,1,1.7817840952338,1.51580165435681,1.483288166215
"X22073_55",1,1.99871899612312,1,1.91750224644509,1,1
"X22078_19",1,1,1,1.0625,1.99997515464286,1.99999352173745
"X22083_16",1,1,1,1,1.99998989354011,1.99921749551393
"X22088_45",1,1.98618409471755,1,1.23372659398204,1.44821246169561,1.61991854868567
"X22124_54",1,1,1,1.72004098650751,1,1
"X22148_10",1,1,1,1.12132352941176,1,1
"X22169_57",1,1,1.99994482781167,1,1,1
"X22170_39",1,1.08695652173913,1.99932743671574,1,1,1
"X22189_61",1,1.99994594362083,1,1.06299212598425,1,1
"X22197_39",1,1,1.99999299843654,1.127099777373,1,1
"X22200_17",1,1.96809304085552,1,1.95350656244535,1,1
"X22209_67",1,1,1,1.8563572621093,1,1
"X22217_54",1,1,1,1,1,1
"X22220_24",1,1,1,1,1.66734211119503,1.97476076344179
"X22224_24",1,1,1,1,1.74189759592607,1.96479072289615
"X22229_25",1,1.85991451023561,1,1.33490255442899,1,1
"X22246_13",1,1.48083796928939,1,1.49035351504846,1,1
"X22261_32",1,1.08988764044944,1,1.88843492747076,1,1
"X22292_40",1,1,1.97866263611629,1,1,1
"X22294_63",1,1,1,1.87903997399461,1,1.21052631578947
"X22299_38",1,1,1,1.57684783611462,1,1
"X22316_21",1,1.99997839699817,1,1.97432356669169,1,1
"X22324_12",1,1.98922947130822,1,1.971178770942,1.73347889084513,1.60892090365775
"X22334_67",1,1.53250032133149,1,1.84757528429055,1.79515011672435,1.87281952469057
"X22336_46",1,1,1.99738335290882,1,1,1
"X22348_41",1,1,1,1,1.53224314404225,1.91455331028518
"X22356_25",1,1,1.99484867598955,1.07142857142857,1,1
"X22363_67",1,1,1.99992103498192,1,1,1
"X22365_12",1,1.95759461081513,1,1,1,1
"X22380_48",1,1.99996656416057,1,1.96293871624732,1,1
"X22404_36",1,1.17215768425062,1,1.68714539483667,1,1
"X22411_51",1,1,1,1,1.68454150613187,1.60892090365775
"X22419_13",1,1,1.98868128132689,1,1,1
"X22424_67",1,1.58927834036396,1,1.7630229789126,1,1
"X22434_42",1,1,1,1.6308446023935,1,1
"X22438_5",1,1,1.99722059840992,1,1,1
"X22456_13",1,1.87812792992976,1,1.14965664219749,1.79515011672435,1.90077710673853
"X22460_49",1,1.99452893260781,1,1,1,1
"X22462_31",1,1,1.99948116350352,1,1,1
"X22483_13",1,1,1,1.98572116540069,1.56822639394788,1.95416150716668
"X22487_13",1,1.99786642327839,1,1,1,1
"X22502_20",1,1.98986320852097,1,1.68385474793253,1,1
"X22523_13",1,1.08988764044944,1,1.60168090669746,1,1
"X22525_7",1,1.09090909090909,1.48563819400969,1,1,1
"X22529_14",1,1.9991718208255,1.92936656620772,1.86936899902592,1,1
"X22530_46",1,1.99995246023212,1.91198888260442,1.88991597457943,1.8285526666336,1.84730798808135
